Account_Name,Current_Tier_v1,Previous_Tier_v1,Account_Display_Name,Current_Tier_v2,Previous_Tier_v2,Composite_Score,Revenue_Current,Revenue_Lifetime,Tickets_Current,Years_Loyalty,Current_Tier_v1_mapped,Tier_Changed,AccountId,tier_v3
8643,Tier 4,Tier 4,Seven Dragons Martial Arts Club,Tier 4,Tier 4,28.43,226.45,619.16,796,4,Tier 3,TRUE,8643,Tier 4
9535,Tier 4,Tier 4,Community Matters,Tier 4,Tier 4,28.34,226.33,625.53,1519,4,Tier 3,TRUE,9535,Tier 4
10756,Tier 3,Tier 3,Sherborne Girls Exams,Tier 4,Tier 4,32.85,226.21,381.54,94,3,Tier 4,FALSE,10756,Tier 4
968,Tier 4,Tier 4,Friends of Manor House School,Tier 3,Tier 4,20.38,225.66,1889.47,272,9,Tier 3,FALSE,968,Tier 3
16544,Tier 3,NIL,Stronger Together Run Club,Tier 4,Nil,38.22,225.51,225.51,360,2,Tier 4,FALSE,16544,Tier 4
11507,Tier 3,Tier 4,Higham Hall College,Tier 4,Tier 4,30.55,224.25,542.83,186,3,Tier 4,FALSE,11507,Tier 4
3974,Tier 4,Tier 4,Shrewsbury Choral,Tier 3,Tier 3,22.98,224.13,1251.44,227,6,Tier 3,FALSE,3974,Tier 3
11401,Tier 3,Tier 4,SERET International,Tier 4,Tier 4,29.6,223.83,646.83,251,3,Tier 4,FALSE,11401,Tier 4
4083,Tier 4,Tier 4,Amabile Choirs,Tier 3,Tier 3,24.23,223.7,1014.5,425,6,Tier 3,FALSE,4083,Tier 3
5140,Tier 3,Tier 2,North Devon Sinfonia,Tier 4,Tier 5,31.79,223.58,370.96,377,4,Tier 4,FALSE,5140,Tier 4
11898,Tier 3,Tier 3,The Blue Barn Candle Company,Tier 4,Tier 4,34.4,223.54,409.75,104,2,Tier 4,FALSE,11898,Tier 4
17447,Tier 3,NIL,Maya Lesch,Tier 4,Nil,38.39,223.25,223.25,141,2,Tier 4,FALSE,17447,Tier 4
17977,Tier 4,NIL,The Witchy Room,Tier 4,Nil,38.44,222.79,222.79,427,2,Tier 3,TRUE,17977,Tier 4
1142,Tier 4,Tier 4,SPJPGtrybooking,Tier 3,Tier 3,21.16,222.12,1594.7,127,9,Tier 3,FALSE,1142,Tier 3
9394,Tier 4,Tier 4,Penrith Schools' Music Association,Tier 4,Tier 4,29.57,221.96,676.21,670,3,Tier 3,TRUE,9394,Tier 4
5150,Tier 4,Tier 3,Essex County Archery Association,Tier 3,Tier 4,25.55,220.57,907.36,472,5,Tier 3,FALSE,5150,Tier 4
249,Tier 3,Tier 3,Goring Gap Players,Tier 3,Tier 4,22.72,220.3,1124.52,311,10,Tier 4,TRUE,249,Tier 3
5199,Tier 4,Tier 4,UKATA Conference,Tier 3,Tier 4,26.12,220,820.62,1429,5,Tier 3,FALSE,5199,Tier 3
7908,Tier 3,Tier 3,Henrik Does Events,Tier 4,Tier 4,29.72,219.98,511.79,270,4,Tier 4,FALSE,7908,Tier 4
15135,Tier 4,NIL,Louder For Life Fest,Tier 4,Nil,41.18,219.75,219.75,615,1,Tier 3,TRUE,15135,Tier 4
10013,Tier 3,Tier 3,Westbourne School,Tier 4,Tier 4,29.68,219.01,522.22,282,4,Tier 4,FALSE,10013,Tier 4
10475,Tier 3,Tier 3,Hampshire and Surrey Hills Men's Choir,Tier 4,Tier 4,32.33,218.75,430.72,278,3,Tier 4,FALSE,10475,Tier 4
5809,Tier 3,Tier 3,MTS Longstops,Tier 3,Tier 4,26.54,218.12,934.58,187,4,Tier 4,TRUE,5809,Tier 3
7400,Tier 4,Tier 4,Christ Church PAFA,Tier 4,Tier 4,27.26,217.57,813.71,502,4,Tier 3,TRUE,7400,Tier 3
1737,Tier 4,Tier 4,Mini Movers,Tier 3,Tier 3,20.6,217.04,2070.77,410,8,Tier 3,FALSE,1737,Tier 3
19317,Tier 4,NIL,Heathside Walton on Thames,Tier 4,Nil,41.38,215.71,215.71,423,1,Tier 3,TRUE,19317,Tier 4
12379,Tier 3,Tier 2,Father Brading,Tier 4,Free,36.92,214.46,214.46,138,3,Tier 4,FALSE,12379,Tier 4
17000,Tier 3,NIL,SHSK Yr 11 Prom 2026,Tier 4,Nil,38.94,214.21,214.21,97,2,Tier 4,FALSE,17000,Tier 4
13866,Tier 3,Tier 2,GNI,Tier 4,Tier 5,37.43,213.58,269.38,119,2,Tier 4,FALSE,13866,Tier 4
4643,Tier 3,Tier 3,The Helen Loewenstein Memorial Trust,Tier 3,Tier 4,26.91,213.54,655.03,352,6,Tier 4,TRUE,4643,Tier 4
5846,Tier 3,Tier 3,BforB - UK,Tier 4,Tier 4,28.12,213.23,596.05,291,5,Tier 4,FALSE,5846,Tier 4
17271,Tier 4,NIL,Sixth_form_senior_team,Tier 4,Nil,39.03,213.11,213.11,510,2,Tier 3,TRUE,17271,Tier 4
4411,Tier 4,Tier 3,Lewes Concert Orchestra,Tier 3,Tier 4,24.83,213.08,972.75,302,6,Tier 3,FALSE,4411,Tier 4
5595,Tier 3,Tier 3,Villages Music Festival,Tier 4,Tier 4,28.06,212.83,610.87,220,5,Tier 4,FALSE,5595,Tier 4
18747,Tier 3,NIL,BEES,Tier 4,Nil,41.63,212.79,212.79,285,1,Tier 4,FALSE,18747,Tier 4
5135,Tier 3,Tier 3,Railway Land Wildlife Trust,Tier 3,Tier 4,25.08,212.58,1259.38,46,4,Tier 4,TRUE,5135,Tier 3
11013,Tier 4,Tier 4,Chesterfield Malayali Association,Tier 4,Tier 4,31.15,212.54,537.49,577,3,Tier 3,TRUE,11013,Tier 4
7310,Tier 4,Tier 4,Blackburn & Darwen Band,Tier 4,Tier 3,27.15,212.27,860.27,679,4,Tier 3,TRUE,7310,Tier 3
14390,Tier 3,Tier 3,South Lakes Live,Tier 4,Tier 5,36.6,211.88,317.42,290,2,Tier 4,FALSE,14390,Tier 4
15557,Tier 3,NIL,Bee Burlesque,Tier 4,Nil,41.75,211.25,211.25,188,1,Tier 4,FALSE,15557,Tier 4
12166,Tier 4,Tier 3,Summer Festival,Tier 4,Tier 4,35.29,210.84,391.27,445,2,Tier 3,TRUE,12166,Tier 4
13430,Tier 4,Tier 3,Radio Wigwam,Tier 4,Tier 5,34.44,210.65,332.69,638,3,Tier 3,TRUE,13430,Tier 4
18300,Tier 3,NIL,RSAcademics,Tier 4,Nil,39.28,210.62,210.62,65,2,Tier 4,FALSE,18300,Tier 4
5989,Tier 4,Tier 3,Monkton Alumni,Tier 3,Tier 4,25.94,210.58,929.38,148,5,Tier 3,FALSE,5989,Tier 4
13514,Tier 4,Tier 4,Friends of Hillmorton Primary School,Tier 4,Tier 4,33.12,210.48,403.81,763,3,Tier 3,TRUE,13514,Tier 4
14781,Tier 3,Tier 2,Bratton At War,Tier 4,Tier 5,37.85,210.24,263.37,327,2,Tier 4,FALSE,14781,Tier 4
6846,Tier 4,Tier 3,All Saints Primary School PTA,Tier 4,Tier 4,30.18,210.14,444.43,811,5,Tier 3,TRUE,6846,Tier 4
11293,Tier 3,Tier 3,Sedbergh Booktown Literary Trust,Tier 4,Tier 5,36.58,209.79,328,136,2,Tier 4,FALSE,11293,Tier 4
6941,Tier 4,Tier 4,Aldwickbury School,Tier 4,Tier 4,28.91,209.52,544.12,645,5,Tier 3,TRUE,6941,Tier 4
17155,Tier 4,NIL,Magdalen College School Brackley,Tier 4,Nil,39.44,208.48,208.48,532,2,Tier 3,TRUE,17155,Tier 4
18132,Tier 4,NIL,Little Common PTA,Tier 4,Nil,42.01,208.38,208.38,630,1,Tier 3,TRUE,18132,Tier 4
18071,Tier 4,NIL,John Bunyan Primary School &amp; Nursery,Tier 4,Nil,39.51,208.09,208.09,795,2,Tier 3,TRUE,18071,Tier 4
13298,Tier 3,Tier 3,Star Jammers,Tier 4,Tier 5,34.97,207.82,312.76,185,3,Tier 4,FALSE,13298,Tier 4
14859,Tier 3,Tier 4,Shivani Patel,Tier 4,Tier 4,34.44,207.5,712.58,110,1,Tier 4,FALSE,14859,Tier 4
5999,Tier 4,Tier 3,Westwell Players,Tier 4,Tier 4,27.15,207.25,761.91,391,5,Tier 3,TRUE,5999,Tier 4
6514,Tier 4,Tier 3,Eccleshall Community Amateur Dramatics,Tier 3,Tier 4,26.92,207.17,798.04,321,5,Tier 3,FALSE,6514,Tier 4
14840,Tier 4,NIL,The Hayling College,Tier 4,Nil,42.16,207.08,207.42,780,1,Tier 3,TRUE,14840,Tier 4
5593,Tier 3,Tier 3,Chorley Young Farmers,Tier 3,Tier 4,26.33,207,1069.16,305,4,Tier 4,TRUE,5593,Tier 3
130,Tier 3,Tier 3,NSPCC KIRKBY LONSDALE,Tier 3,Tier 3,23.42,206.92,1127.01,175,10,Tier 4,TRUE,130,Tier 3
15031,Tier 3,NIL,PromLHs,Tier 4,Nil,41.76,206.25,223.23,97,1,Tier 4,FALSE,15031,Tier 4
15862,Tier 4,NIL,Dulwich College Enterprises Limited,Tier 4,Nil,39.72,205.79,205.79,467,2,Tier 3,TRUE,15862,Tier 4
11306,Tier 3,Tier 4,Headway Salford,Tier 4,Tier 4,32.03,205.58,496.71,158,3,Tier 4,FALSE,11306,Tier 4
16172,Tier 4,NIL,Masque Players of West Wycombe,Tier 4,Nil,39.78,205.37,205.37,435,2,Tier 3,TRUE,16172,Tier 4
15566,Tier 3,NIL,Ealing Street Dance Academy,Tier 4,Nil,42.35,205.32,205.32,333,1,Tier 4,FALSE,15566,Tier 4
16426,Tier 3,NIL,Puts for Guts,Tier 4,Nil,42.38,204.88,204.88,117,1,Tier 4,FALSE,16426,Tier 4
13800,Tier 3,Tier 3,Togme Sangpo Studygroup,Tier 4,Tier 5,36.75,204.77,337.06,103,2,Tier 4,FALSE,13800,Tier 4
15254,Tier 3,NIL,Furness Building Society,Tier 4,Nil,42.44,204.74,204.74,56,1,Tier 4,FALSE,15254,Tier 4
7745,Tier 4,Tier 4,Sonning PTA,Tier 4,Tier 4,27.65,202.75,860.42,415,4,Tier 3,TRUE,7745,Tier 4
16562,Tier 4,NIL,Longton Carnival,Tier 4,Nil,42.55,202.56,202.56,467,1,Tier 3,TRUE,16562,Tier 4
8090,Tier 3,NIL,Bath School of Dance,Tier 4,Nil,35.37,202.5,411.34,270,2,Tier 4,FALSE,8090,Tier 4
15161,Tier 4,NIL,SECAmb,Tier 4,Nil,40.05,202.39,202.39,1282,2,Tier 3,TRUE,15161,Tier 4
13792,Tier 4,Tier 3,Salute to the Sun Yoga,Tier 4,Tier 5,37.89,202.27,282.3,520,2,Tier 3,TRUE,13792,Tier 4
3657,Tier 3,Tier 3,Fubhub,Tier 3,Tier 4,26.05,202.21,870.75,391,6,Tier 4,TRUE,3657,Tier 4
6850,Tier 3,Tier 2,St Augustine’s Events,Tier 4,Tier 5,33.21,201.17,302.72,184,5,Tier 4,FALSE,6850,Tier 4
16008,Tier 3,NIL,Make Space Events,Tier 4,Nil,40.17,201,201,138,2,Tier 4,FALSE,16008,Tier 4
12963,Tier 3,Tier 2,The Cheshire Club,Tier 4,Tier 5,36.95,200.62,241.25,355,3,Tier 4,FALSE,12963,Tier 4
9337,Tier 3,Tier 4,Voce Chamber Choir,Tier 4,Tier 3,27.57,200.23,909.43,285,4,Tier 4,FALSE,9337,Tier 4
6454,Tier 4,Tier 4,Wylde Blossom Health & Healing,Tier 3,Tier 3,26.46,199.5,936.12,147,5,Tier 3,FALSE,6454,Tier 4
12770,Tier 4,Tier 4,West Kilbride Primary School Parent Council,Tier 4,Tier 4,34.63,199.42,356.98,1339,3,Tier 3,TRUE,12770,Tier 4
3538,Tier 4,Tier 4,Lewes Festival of Song,Tier 3,Tier 3,25.78,199.25,948.19,194,6,Tier 3,FALSE,3538,Tier 4
11624,Tier 4,Tier 3,Bohunt Costello,Tier 4,Tier 5,37.08,199,332.75,450,2,Tier 3,TRUE,11624,Tier 4
10048,Tier 3,Tier 3,Rainford Young Farmers,Tier 4,Tier 4,33.09,198.75,448.92,159,3,Tier 4,FALSE,10048,Tier 4
12572,Tier 3,Tier 3,Shaw about Wine,Tier 4,Tier 4,33.59,198,412.88,123,3,Tier 4,FALSE,12572,Tier 4
14072,Tier 4,Tier 3,Music in Ulpha,Tier 4,Tier 5,38.58,198,260.83,473,2,Tier 3,TRUE,14072,Tier 4
5717,Tier 3,Tier 3,Cherrystars,Tier 4,Tier 5,32.37,197.79,406.08,212,4,Tier 4,FALSE,5717,Tier 4
4796,Tier 4,Tier 4,Park Street PTA,Tier 3,Tier 3,26.55,197.4,835.64,528,6,Tier 3,FALSE,4796,Tier 4
10303,Tier 3,Tier 3,Every Life Matters,Tier 4,Tier 5,37.96,196.42,291.33,21,2,Tier 4,FALSE,10303,Tier 4
16201,Tier 3,NIL,Lewis campbell-smith,Tier 4,Nil,43.08,196.25,196.25,314,1,Tier 4,FALSE,16201,Tier 4
8441,Tier 4,Tier 4,Burscough Village Primary School,Tier 4,Tier 4,31.74,196.13,455.5,1056,4,Tier 3,TRUE,8441,Tier 4
7692,Tier 3,Tier 4,Jordan Lussey Football Coaching,Tier 3,Tier 3,26.3,195.56,1622.06,75,3,Tier 4,TRUE,7692,Tier 4
376,Tier 3,Tier 3,Nonsuch Singers,Tier 3,Tier 4,24.69,195.12,1019.71,228,9,Tier 4,TRUE,376,Tier 4
8336,Tier 3,Tier 3,Ridley & Hall,Tier 4,Tier 4,29.34,195,700.62,365,4,Tier 4,FALSE,8336,Tier 4
11959,Tier 4,Tier 4,Furness Academy,Tier 4,Tier 4,31.97,194.92,547.92,446,3,Tier 3,TRUE,11959,Tier 4
1739,Tier 3,Tier 3,Harmony Sinfonia,Tier 4,Tier 4,27.3,194.83,658.62,280,8,Tier 4,FALSE,1739,Tier 4
10778,Tier 3,Tier 3,Borders Chamber Choir,Tier 4,Tier 4,33.44,194.5,439.21,271,3,Tier 4,FALSE,10778,Tier 4
16347,Tier 3,NIL,Dunsfold Amateur Dramatic Society,Tier 4,Nil,43.27,194.46,194.46,264,1,Tier 4,FALSE,16347,Tier 4
8714,Tier 3,Tier 3,UCS PP Guild,Tier 4,Tier 4,33.83,194.33,411.96,198,3,Tier 4,FALSE,8714,Tier 4
7359,Tier 3,Tier 3,Dunottar School PTA,Tier 4,Tier 3,27.25,194.22,1026.52,349,4,Tier 4,FALSE,7359,Tier 4
14055,Tier 3,Tier 2,British Tapestry Group,Tier 4,Tier 5,41.92,194.17,240.38,144,1,Tier 4,FALSE,14055,Tier 4
4878,Tier 4,Tier 3,Five Islands Academy,Tier 4,Tier 5,29.69,194.12,549.63,418,5,Tier 3,TRUE,4878,Tier 4
7404,Tier 3,Tier 3,Friends of Coventry and Warwickshire Youth Orchestra,Tier 4,Tier 5,32.7,193.87,404.22,386,4,Tier 4,FALSE,7404,Tier 4
16187,Tier 3,NIL,Westport Lake View Cafe,Tier 4,Nil,40.84,193.65,193.65,336,2,Tier 4,FALSE,16187,Tier 4
4104,Tier 3,Tier 3,Kendal Community Theatre,Tier 3,Tier 4,26.93,192.62,819.16,367,6,Tier 4,TRUE,4104,Tier 4
19404,Tier 3,NIL,Britten: 50 Years On,Tier 4,Nil,43.45,192.42,192.42,200,1,Tier 4,FALSE,19404,Tier 4
14758,Tier 3,Tier 3,Prom 2025,Tier 4,Tier 5,40.77,192.13,292.12,96,1,Tier 4,FALSE,14758,Tier 4
15162,Tier 3,NIL,Leysa Noble,Tier 4,Nil,43.52,191.67,191.67,201,1,Tier 4,FALSE,15162,Tier 4
2393,Tier 4,Tier 4,Gumley House School FCJ,Tier 4,Tier 4,29.54,191.6,517.22,1234,6,Tier 3,TRUE,2393,Tier 4
1040,Tier 4,Tier 4,North Dorset Cycle Ride,Tier 3,Tier 3,23.36,191.19,1450.62,301,8,Tier 3,FALSE,1040,Tier 3
5109,Tier 3,Tier 3,Storth Entertainers,Tier 4,Tier 4,28.89,190.88,657.91,357,5,Tier 4,FALSE,5109,Tier 4
14526,Tier 3,Tier 2,Queen's Gate School,Tier 4,Tier 5,38.75,190.54,271.67,240,2,Tier 4,FALSE,14526,Tier 4
11247,Tier 4,Tier 4,Mayflower Archers,Tier 4,Tier 5,36.05,190.21,307.67,569,3,Tier 3,TRUE,11247,Tier 4
13002,Tier 3,Tier 3,Ask Zoe,Tier 4,Tier 4,35.66,190.04,332.07,117,3,Tier 4,FALSE,13002,Tier 4
15354,Tier 3,NIL,RIBBLE VALLEY TOURISM,Tier 4,Nil,41.16,189.79,189.79,242,2,Tier 4,FALSE,15354,Tier 4
15357,Tier 4,NIL,Queer By Gum CIC,Tier 4,Nil,41.19,189.34,189.34,425,2,Tier 3,TRUE,15357,Tier 4
9671,Tier 4,Tier 3,BYSD & Performing Arts,Tier 4,Tier 4,33.48,189.25,460.93,420,3,Tier 3,TRUE,9671,Tier 4
618,Tier 4,Tier 4,Jeannine Manuel Parents Association,Tier 3,Tier 4,20.88,188.75,3015.73,1024,9,Tier 3,FALSE,618,Tier 3
12985,Tier 3,Tier 3,CRMC,Tier 4,Tier 4,37.21,188.75,358.75,344,2,Tier 4,FALSE,12985,Tier 4
8406,Tier 4,Tier 2,Friends of Mount Stewart,Tier 4,Tier 5,33.64,188.5,452.66,503,3,Tier 3,TRUE,8406,Tier 4
18411,Tier 3,NIL,Muslim Women Liverpool,Tier 4,Nil,41.3,188.42,188.42,106,2,Tier 4,FALSE,18411,Tier 4
14145,Tier 4,Tier 3,Cherry Grove PTA,Tier 4,Tier 5,41.58,188.36,266.86,419,1,Tier 3,TRUE,14145,Tier 4
13837,Tier 3,Tier 2,Business Networking For Women  Alderley Edge,Tier 4,Tier 5,37.74,188.08,241.13,356,3,Tier 4,FALSE,13837,Tier 4
16052,Tier 4,NIL,The Ink &amp; Coal Collective,Tier 4,Nil,41.36,187.78,187.78,500,2,Tier 3,TRUE,16052,Tier 4
53,Tier 3,Tier 3,Grange Drama,Tier 3,Tier 4,26.5,187.29,783.29,318,10,Tier 4,TRUE,53,Tier 4
15940,Tier 3,NIL,Georgiana Elite Dance Academy,Tier 4,Nil,43.99,187.08,187.08,269,1,Tier 4,FALSE,15940,Tier 4
5886,Tier 4,Tier 3,Ammanford Rugby Club,Tier 4,Tier 4,28.22,187.02,782.63,294,5,Tier 3,TRUE,5886,Tier 4
16057,Tier 3,NIL,Me & the paint,Tier 4,Nil,41.49,186.96,186.96,166,2,Tier 4,FALSE,16057,Tier 4
15487,Tier 3,NIL,Broomwood Boys PA,Tier 4,Nil,44.07,186.83,186.83,372,1,Tier 4,FALSE,15487,Tier 4
11607,Tier 4,Tier 4,Ragley Estate,Tier 4,Tier 4,36.09,186.58,433.42,1093,2,Tier 3,TRUE,11607,Tier 4
10765,Tier 4,Tier 3,Sheffield High School for Girls,Tier 4,Tier 5,40.02,186.18,236.97,695,2,Tier 3,TRUE,10765,Tier 4
4874,Tier 4,Tier 4,Vale of York Society,Tier 4,Tier 4,29.41,186.17,766.5,1117,4,Tier 3,TRUE,4874,Tier 4
13832,Tier 3,Tier 3,Leicester High,Tier 4,Tier 5,38.18,186.13,317.12,364,2,Tier 4,FALSE,13832,Tier 4
19717,Tier 3,NIL,Keira Egan,Tier 4,Nil,44.19,185.62,185.62,135,1,Tier 4,FALSE,19717,Tier 4
13470,Tier 4,Tier 3,LES AMIS DE L'EFB,Tier 4,Tier 5,38.73,185.37,291.83,529,2,Tier 3,TRUE,13470,Tier 4
4532,Tier 4,Tier 4,Sarjan Nartan Academy UK Ltd,Tier 4,Tier 4,30.37,185.17,544.04,841,5,Tier 3,TRUE,4532,Tier 4
16515,Tier 3,NIL,St Columba&#39;s Church  Omagh,Tier 4,Nil,44.26,184.96,184.96,193,1,Tier 4,FALSE,16515,Tier 4
7436,Tier 3,Tier 3,Morecambe Bay Partnership,Tier 4,Tier 4,34.05,184.88,367.66,389,4,Tier 4,FALSE,7436,Tier 4
6227,Tier 3,Tier 3,AHR,Tier 4,Tier 4,30.75,184.83,621.09,47,4,Tier 4,FALSE,6227,Tier 4
15456,Tier 3,NIL,St Piran’s Year 6 Leavers Events,Tier 4,Nil,44.36,184.38,184.38,192,1,Tier 4,FALSE,15456,Tier 4
17754,Tier 3,NIL,Unified Sports Centre Limited,Tier 4,Nil,41.87,183.92,183.92,380,2,Tier 4,FALSE,17754,Tier 4
7225,Tier 3,Tier 3,Pathhead Christmas Lights,Tier 4,Tier 4,31.69,183.69,525.52,306,4,Tier 4,FALSE,7225,Tier 4
1336,Tier 4,Tier 4,Leverton Primary School PTA,Tier 3,Tier 3,26.09,183.38,1077.15,309,6,Tier 3,FALSE,1336,Tier 3
12928,Tier 3,Tier 3,Greasby Community Association,Tier 4,Tier 4,37.88,183.38,344.38,384,2,Tier 4,FALSE,12928,Tier 4
9991,Tier 4,Tier 4,St Andrews CE Primary School,Tier 4,Tier 4,32.24,183.38,612.63,825,3,Tier 3,TRUE,9991,Tier 4
18748,Tier 3,NIL,Mayor Dani Hunter,Tier 4,Nil,44.52,183.24,183.24,211,1,Tier 4,FALSE,18748,Tier 4
15360,Tier 3,NIL,Hexham and District Music Society,Tier 4,Nil,42.01,183.17,183.17,196,2,Tier 4,FALSE,15360,Tier 4
7433,Tier 3,Tier 4,Canticum Chamber Choir,Tier 3,Tier 3,26.43,182.75,1416.26,242,4,Tier 4,TRUE,7433,Tier 4
9068,Tier 3,Tier 3,Beechwood BPAC,Tier 4,Tier 4,37.32,182.17,381,348,2,Tier 4,FALSE,9068,Tier 4
12062,Tier 3,Tier 3,Soberton Players,Tier 4,Tier 5,37.69,182.08,260.99,291,3,Tier 4,FALSE,12062,Tier 4
14521,Tier 4,Tier 3,Fleckney School Association,Tier 4,Tier 5,40.13,181.5,242.25,864,2,Tier 3,TRUE,14521,Tier 4
14641,Tier 3,NIL,Stratford-upon-Avon Symphony Orchestra,Tier 4,Nil,42.17,181.46,181.46,244,2,Tier 4,FALSE,14641,Tier 4
862,Tier 3,Tier 3,Ten64 Productions,Tier 4,Tier 4,29.44,181.17,558.7,277,7,Tier 4,FALSE,862,Tier 4
8457,Tier 4,Tier 3,The Hollyfield School,Tier 4,Tier 4,33.21,181.13,430.18,428,4,Tier 3,TRUE,8457,Tier 4
17678,Tier 3,NIL,Together for Becca,Tier 4,Nil,42.25,180.59,180.59,168,2,Tier 4,FALSE,17678,Tier 4
12844,Tier 4,Tier 3,Woore Cricket Club,Tier 4,Tier 5,38.87,180.37,304.04,567,2,Tier 3,TRUE,12844,Tier 4
12816,Tier 4,Tier 4,Laurencekirk Primary Partnership,Tier 4,Tier 4,35.81,180.25,365.25,434,3,Tier 3,TRUE,12816,Tier 4
18562,Tier 3,NIL,NextGen Somerset,Tier 4,Nil,44.86,180.04,180.04,81,1,Tier 4,FALSE,18562,Tier 4
4295,Tier 4,Tier 3,Canongate Communications [The Business],Tier 4,Tier 5,36.45,180,262.13,459,4,Tier 3,TRUE,4295,Tier 4
5060,Tier 4,Tier 4,King Edward's School Witley,Tier 4,Tier 4,28.56,179.63,813.68,1549,5,Tier 3,TRUE,5060,Tier 4
18350,Tier 3,NIL,Parkside Trial,Tier 4,Nil,42.38,179.58,179.58,219,2,Tier 4,FALSE,18350,Tier 4
7068,Tier 3,Tier 3,The Utopia Frequency,Tier 4,Tier 4,30.12,179.38,621.88,286,5,Tier 4,FALSE,7068,Tier 4
9852,Tier 4,Tier 4,St Andrew's School & PTA,Tier 4,Tier 4,32.59,179.33,481.63,1118,4,Tier 3,TRUE,9852,Tier 4
13294,Tier 3,Tier 3,Matinee Theatre School,Tier 4,Tier 5,39.31,178.75,287.5,295,2,Tier 4,FALSE,13294,Tier 4
11981,Tier 4,Tier 3,Mayflower High School Performance Events,Tier 4,Tier 5,38.67,178.5,236.42,456,3,Tier 3,TRUE,11981,Tier 4
8137,Tier 3,Tier 3,New Tottenham Singers,Tier 4,Tier 5,36.05,178.1,358.63,225,3,Tier 4,FALSE,8137,Tier 4
14925,Tier 3,NIL,Sarah E Pickles,Tier 4,Nil,44.86,177.96,183.63,168,1,Tier 4,FALSE,14925,Tier 4
11719,Tier 3,Tier 3,Bang on Bingo!,Tier 4,Tier 4,35.37,177.54,394.67,197,3,Tier 4,FALSE,11719,Tier 4
11846,Tier 4,Tier 4,Team Hebden,Tier 4,Tier 4,34.6,177.17,443.83,474,3,Tier 3,TRUE,11846,Tier 4
17516,Tier 3,NIL,Robert Monk,Tier 4,Nil,42.6,177.13,177.13,137,2,Tier 4,FALSE,17516,Tier 4
15049,Tier 3,NIL,Raw Feeding Veterinary Society,Tier 4,Nil,45.17,177,177,35,1,Tier 4,FALSE,15049,Tier 4
16610,Tier 4,NIL,Ampthill Orchestra,Tier 4,Nil,42.69,176.5,176.5,454,2,Tier 3,TRUE,16610,Tier 4
4522,Tier 3,Tier 3,Jigsaw Stage Productions,Tier 4,Tier 4,28.65,176.5,742.82,265,6,Tier 4,FALSE,4522,Tier 4
15932,Tier 4,NIL,Middlewich High School,Tier 4,Nil,42.73,176.37,176.37,499,2,Tier 3,TRUE,15932,Tier 4
4424,Tier 4,Tier 4,Sherborne Prep School,Tier 4,Tier 4,29.5,176.28,633.5,1562,6,Tier 3,TRUE,4424,Tier 4
56,Tier 4,Tier 4,Hunter Hall Preparatory School,Tier 3,Tier 3,24.06,176.17,1613.69,412,8,Tier 3,FALSE,56,Tier 3
7685,Tier 3,Tier 4,Holt Community Centre,Tier 4,Tier 3,30.57,176.15,716.19,300,4,Tier 4,FALSE,7685,Tier 4
15938,Tier 3,NIL,SWPS Boat Club,Tier 4,Nil,42.81,176.13,176.13,328,2,Tier 4,FALSE,15938,Tier 4
16384,Tier 4,NIL,Tregony Clockhouse Players,Tier 4,Nil,42.86,175.83,175.83,425,2,Tier 3,TRUE,16384,Tier 4
12278,Tier 3,Tier 3,Midland Sinfonia,Tier 4,Tier 4,36.18,175.71,366.62,305,3,Tier 4,FALSE,12278,Tier 4
13968,Tier 4,NIL,Herts Music Service,Tier 4,Nil,42.87,175.71,176.08,608,2,Tier 3,TRUE,13968,Tier 4
17886,Tier 3,NIL,GNMS Challah Bake,Tier 4,Nil,42.94,175.33,175.33,387,2,Tier 4,FALSE,17886,Tier 4
17830,Tier 3,NIL,Lytham Car Show,Tier 4,Nil,42.96,175,175,226,2,Tier 4,FALSE,17830,Tier 4
6919,Tier 4,Tier 4,Wellbeing at Garon Park,Tier 4,Tier 3,27.48,174.96,1300.01,586,4,Tier 3,TRUE,6919,Tier 3
16556,Tier 3,NIL,ORB,Tier 4,Nil,43.02,174.88,174.88,283,2,Tier 4,FALSE,16556,Tier 4
14416,Tier 3,Tier 3,Strathearn Prep,Tier 4,Tier 4,38.78,174.71,334.88,359,2,Tier 4,FALSE,14416,Tier 4
10463,Tier 3,Tier 3,Settle Orchestra,Tier 4,Tier 5,37.05,174.68,321.46,381,3,Tier 4,FALSE,10463,Tier 4
18879,Tier 3,NIL,WHS Music Dept,Tier 4,Nil,45.68,173.75,173.75,378,1,Tier 4,FALSE,18879,Tier 4
19619,Tier 4,NIL,Richard Challoner School,Tier 4,Nil,45.71,173.67,173.67,440,1,Tier 3,TRUE,19619,Tier 4
6252,Tier 3,Tier 3,Hip Joint Bentham,Tier 4,Tier 4,30.74,173.54,603.89,245,5,Tier 4,FALSE,6252,Tier 4
18314,Tier 3,NIL,FOSH,Tier 4,Nil,43.23,173.29,173.29,319,2,Tier 4,FALSE,18314,Tier 4
17476,High Value,NIL,Rodeo Duo,Tier 4,Nil,43.28,173.17,173.17,2999,2,Tier 2,TRUE,17476,Tier 4
4583,Tier 4,Tier 4,Harrow School,Tier 3,Tier 3,26.96,173.17,1068.38,314,6,Tier 3,FALSE,4583,Tier 4
10603,High Value,High Value,Newstead Wood School,Tier 4,Tier 4,32.47,173.04,693.89,4609,3,Tier 2,TRUE,10603,Tier 4
